datetime,high_temp,low_temp,city_id
2023-07-26,32.1,21.8,763
2023-07-27,32.0,21.6,763
2023-07-28,31.3,22.8,763
2023-07-29,32.5,21.2,763
2023-07-30,25.8,17.1,763
2023-07-31,24.3,16.8,763
2023-08-01,29.0,14.7,763
2023-08-02,25.3,17.3,763
2023-08-03,26.4,18.2,763
2023-08-04,28.9,14.7,763
2023-08-05,27.1,15.6,763
2023-08-06,28.8,17.3,763
2023-08-07,32.7,15.5,763
2023-08-08,31.3,16.0,763
2023-08-09,30.8,17.2,763
2023-08-10,22.8,16.4,763
