datetime,high_temp,low_temp,city_id
2023-07-27,18.8,17.2,13
2023-07-28,24.2,16.8,13
2023-07-29,21.1,13.3,13
2023-07-30,21.6,12.8,13
2023-07-31,19.2,15.8,13
2023-08-01,16.1,12.1,13
2023-08-02,18.0,13.0,13
2023-08-03,17.9,12.6,13
2023-08-04,16.6,10.8,13
2023-08-05,19.3,13.6,13
2023-08-06,18.4,15.0,13
2023-08-07,17.8,14.6,13
2023-08-08,19.2,15.7,13
2023-08-09,15.5,12.7,13
2023-08-10,20.6,16.9,13
2023-08-11,19.1,15.7,13
