datetime,high_temp,low_temp,city_id
2023-07-24,26.7,18.0,763
2023-07-25,27.4,18.9,763
2023-07-26,30.1,21.2,763
2023-07-27,30.7,22.1,763
2023-07-28,32.3,19.5,763
2023-07-29,26.3,18.4,763
2023-07-30,24.3,18.4,763
2023-07-31,32.3,19.7,763
2023-08-01,31.6,20.3,763
2023-08-02,34.9,19.7,763
2023-08-03,31.6,14.8,763
2023-08-04,31.5,15.5,763
2023-08-05,28.1,15.2,763
2023-08-06,31.0,15.4,763
2023-08-07,32.8,16.1,763
2023-08-08,35.1,31.9,763
