datetime,high_temp,low_temp,city_id
2023-07-25,26.6,17.8,763
2023-07-26,30.3,22.1,763
2023-07-27,31.8,22.1,763
2023-07-28,32.4,22.9,763
2023-07-29,32.4,20.9,763
2023-07-30,25.6,16.5,763
2023-07-31,30.3,19.4,763
2023-08-01,36.0,22.6,763
2023-08-02,29.3,18.2,763
2023-08-03,18.9,17.1,763
2023-08-04,24.4,15.4,763
2023-08-05,29.4,18.2,763
2023-08-06,30.6,13.1,763
2023-08-07,29.9,16.8,763
2023-08-08,29.8,15.6,763
2023-08-09,30.8,14.8,763
