datetime,high_temp,low_temp,city_id
2023-07-26,19.2,13.3,13
2023-07-27,18.1,16.9,13
2023-07-28,24.4,16.5,13
2023-07-29,24.0,13.2,13
2023-07-30,22.2,13.2,13
2023-07-31,18.1,11.2,13
2023-08-01,23.7,15.2,13
2023-08-02,19.0,13.4,13
2023-08-03,21.6,11.4,13
2023-08-04,20.4,17.2,13
2023-08-05,22.9,18.8,13
2023-08-06,24.5,20.1,13
2023-08-07,21.5,17.6,13
2023-08-08,23.7,19.4,13
2023-08-09,24.2,19.8,13
2023-08-10,24.5,20.0,13
